time_s,window_start_s,window_end_s,accepted,status,spectral_peak_bpm,ridge_bpm,roi_count,quality_proxy,state,available_roi_count,method_agreement,motion_overlap,consensus_score,runner_up_ratio,candidate_group_count,waveform_roi_count
4.999995,0.0,9.99999,False,insufficient_rois,,,0,0.0,searching,0,0.0,0.0,0.0,0.0,0,0
5.999994,0.999999,10.999989,False,insufficient_rois,,,0,0.0,searching,0,0.0,0.0,0.0,0.0,0,0
6.999993,1.999998,11.999988,False,ambiguous_consensus,,,2,0.4244776570107259,searching,3,1.0,0.42017595205021985,0.7597776621921876,0.9379789941621585,3,0
7.999992,2.999997,12.999986999999999,False,ambiguous_consensus,,,2,0.47580462272949564,searching,3,1.0,0.5137699375383042,0.8293821898089065,0.9424930569529962,2,0
8.999991,3.999996,13.999986,True,accepted_consensus,108.0,108.0,2,0.5215796970880039,acquired,3,1.0,0.7800292350088693,0.8397356881181511,0.4742281507120399,2,2
9.99999,4.999995,14.999984999999999,True,accepted_consensus,111.0,111.0,2,0.5272732194643723,tracking,3,1.0,0.9999151223651036,0.7909322060484647,0.6503328125604576,2,2
10.999989,5.999994,15.999984,False,ambiguous_consensus,,,2,0.5017240730354336,uncertain,3,1.0,0.5911041185197569,0.8551625631049913,0.8497417505540714,3,0
11.999988,6.999993,16.999983,False,tracking_jump,,,3,0.46261500462109995,lost,3,0.8333333333333334,0.6059853350457379,1.1775915824339227,0.0,1,0
12.999986999999999,7.999992,17.999982,True,accepted_consensus,59.0,59.0,3,0.4095948342318428,reacquired,3,0.6666666666666666,0.5313888545368517,1.0655439053555256,0.6882583598039826,2,3
13.999986,8.999991,18.999981,True,accepted_consensus,57.0,57.0,3,0.4876208922834823,tracking,3,0.8333333333333334,0.4135805361830385,1.3116097942869562,0.0,1,3
14.999984999999999,9.99999,19.99998,True,accepted_consensus,52.0,52.0,3,0.5749936704734305,tracking,3,1.0,0.7357200619635799,1.4077052272682578,0.0,1,2
15.999984,10.999989,20.999979,True,accepted_consensus,51.0,51.0,3,0.519182274668561,tracking,3,0.8333333333333334,0.9371093346085773,1.192648907039266,0.4670268433435592,2,2
16.999983,11.999988,21.999978,True,accepted_consensus,50.0,50.0,3,0.5260209246021103,tracking,3,0.8333333333333334,0.9593280646417256,1.1995927971366356,0.4408773730596977,2,2
17.999982,12.999986999999999,22.999976999999998,True,accepted_consensus,48.0,48.0,3,0.5037158843827054,tracking,3,0.8333333333333334,0.9119582309485356,1.1666217680313693,0.3584089585126422,2,2
18.999981,13.999986,23.999976,True,accepted_consensus,47.0,47.0,3,0.4238921084154324,tracking,3,0.6666666666666666,0.7618921198236649,1.02945628245343,0.6139199383234311,2,3
19.99998,14.999984999999999,24.999975,False,ambiguous_consensus,,,2,0.4776315261120102,uncertain,3,1.0,0.059479964536810884,0.9410582991066178,1.176175298558851,4,0
20.999979,15.999984,25.999973999999998,True,accepted_consensus,49.0,49.0,2,0.5473463268464829,tracking,3,0.75,0.6895527122971891,0.9059805815715177,0.0,1,1
21.999978,16.999983,26.999972999999997,True,accepted_consensus,50.0,50.0,3,0.4197897136832977,tracking,3,0.6666666666666666,0.5024649314316323,1.101171933773706,0.5314402330890071,2,2
22.999976999999998,17.999982,27.999972,True,accepted_consensus,55.0,55.0,3,0.4339063251994008,tracking,3,0.8333333333333334,0.6701516777407993,1.08363168673716,0.5106008179608941,2,1
