case,branch,system,role,window_index,time_s,actual_window_start_s,actual_window_end_s,prediction_bpm,reference_bpm,reference_eligible,valid_output,paired_valid,all12_common_output,primary10_common_output,error_bpm,status
user0904,trimmed_gap15/fusion/local_peak,trimmed_gap15/fusion,baseline,27,31.999968,26.999972999999997,36.999963,64.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/local_peak,trimmed_gap15/fusion,baseline,28,32.999967,27.999972,37.999962,65.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/local_peak,trimmed_gap15/fusion,baseline,29,33.999966,28.999971,38.999961,66.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/local_peak,trimmed_gap15/fusion,baseline,30,34.999964999999996,29.999969999999998,39.99996,66.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/local_peak,trimmed_gap15/fusion,baseline,31,35.999964,30.999969,40.999959,66.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/local_peak,trimmed_gap15/fusion,baseline,32,36.999963,31.999968,41.999958,67.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/local_peak,trimmed_gap15/fusion,baseline,33,37.999962,32.999967,42.999956999999995,67.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/local_peak,trimmed_gap15/fusion,baseline,34,38.999961,33.999966,43.999956,68.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/local_peak,trimmed_gap15/fusion,baseline,35,39.99996,34.999964999999996,44.999955,68.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/local_peak,trimmed_gap15/fusion,baseline,36,40.999959,35.999964,45.999953999999995,68.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/local_peak,trimmed_gap15/fusion,baseline,37,41.999958,36.999963,46.999953,67.0,,False,True,False,False,False,,candidate_only
user0904,trimmed_gap15/fusion/local_peak,trimmed_gap15/fusion,baseline,38,42.999956999999995,37.999962,47.999952,,,False,False,False,False,False,,gap_or_filter_edge
user0904,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,0,4.999995,0.0,9.99999,,,False,False,False,False,False,,gap_or_filter_edge
user0904,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,1,5.999994,0.999999,10.999989,,,False,False,False,False,False,,gap_or_filter_edge
user0904,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,2,6.999993,1.999998,11.999988,64.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,3,7.999992,2.999997,12.999986999999999,64.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,4,8.999991,3.999996,13.999986,64.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,5,9.99999,4.999995,14.999984999999999,64.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,6,10.999989,5.999994,15.999984,64.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,7,11.999988,6.999993,16.999983,65.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,8,12.999986999999999,7.999992,17.999982,66.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,9,13.999986,8.999991,18.999981,67.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,10,14.999984999999999,9.99999,19.99998,67.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,11,15.999984,10.999989,20.999979,66.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,12,16.999983,11.999988,21.999978,65.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,13,17.999982,12.999986999999999,22.999976999999998,64.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,14,18.999981,13.999986,23.999976,64.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,15,19.99998,14.999984999999999,24.999975,64.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,16,20.999979,15.999984,25.999973999999998,64.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,17,21.999978,16.999983,26.999972999999997,65.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,18,22.999976999999998,17.999982,27.999972,65.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,19,23.999976,18.999981,28.999971,65.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,20,24.999975,19.99998,29.999969999999998,65.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,21,25.999973999999998,20.999979,30.999969,65.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,22,26.999972999999997,21.999978,31.999968,64.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,23,27.999972,22.999976999999998,32.999967,64.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,24,28.999971,23.999976,33.999966,64.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,25,29.999969999999998,24.999975,34.999964999999996,64.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,26,30.999969,25.999973999999998,35.999964,64.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,27,31.999968,26.999972999999997,36.999963,64.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,28,32.999967,27.999972,37.999962,65.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,29,33.999966,28.999971,38.999961,66.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,30,34.999964999999996,29.999969999999998,39.99996,66.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,31,35.999964,30.999969,40.999959,66.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,32,36.999963,31.999968,41.999958,67.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,33,37.999962,32.999967,42.999956999999995,67.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,34,38.999961,33.999966,43.999956,68.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,35,39.99996,34.999964999999996,44.999955,68.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,36,40.999959,35.999964,45.999953999999995,68.0,,False,True,False,True,True,,candidate_only
user0904,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,37,41.999958,36.999963,46.999953,68.0,,False,True,False,False,False,,candidate_only
user0904,trimmed_gap15/fusion/offline_ridge,trimmed_gap15/fusion,baseline,38,42.999956999999995,37.999962,47.999952,,,False,False,False,False,False,,gap_or_filter_edge
user0904,cpace/local_peak,cpace,primary,0,4.999995,0.0,9.99999,,,False,False,False,False,False,,gap_or_filter_edge
user0904,cpace/local_peak,cpace,primary,1,5.999994,0.999999,10.999989,,,False,False,False,False,False,,gap_or_filter_edge
user0904,cpace/local_peak,cpace,primary,2,6.999993,1.999998,11.999988,63.0,,False,True,False,True,True,,candidate_only
user0904,cpace/local_peak,cpace,primary,3,7.999992,2.999997,12.999986999999999,64.0,,False,True,False,True,True,,candidate_only
user0904,cpace/local_peak,cpace,primary,4,8.999991,3.999996,13.999986,65.0,,False,True,False,True,True,,candidate_only
user0904,cpace/local_peak,cpace,primary,5,9.99999,4.999995,14.999984999999999,65.0,,False,True,False,True,True,,candidate_only
user0904,cpace/local_peak,cpace,primary,6,10.999989,5.999994,15.999984,65.0,,False,True,False,True,True,,candidate_only
user0904,cpace/local_peak,cpace,primary,7,11.999988,6.999993,16.999983,64.0,,False,True,False,True,True,,candidate_only
user0904,cpace/local_peak,cpace,primary,8,12.999986999999999,7.999992,17.999982,54.0,,False,True,False,True,True,,candidate_only
user0904,cpace/local_peak,cpace,primary,9,13.999986,8.999991,18.999981,54.0,,False,True,False,True,True,,candidate_only
user0904,cpace/local_peak,cpace,primary,10,14.999984999999999,9.99999,19.99998,54.0,,False,True,False,True,True,,candidate_only
user0904,cpace/local_peak,cpace,primary,11,15.999984,10.999989,20.999979,68.0,,False,True,False,True,True,,candidate_only
user0904,cpace/local_peak,cpace,primary,12,16.999983,11.999988,21.999978,66.0,,False,True,False,True,True,,candidate_only
user0904,cpace/local_peak,cpace,primary,13,17.999982,12.999986999999999,22.999976999999998,64.0,,False,True,False,True,True,,candidate_only
user0904,cpace/local_peak,cpace,primary,14,18.999981,13.999986,23.999976,64.0,,False,True,False,True,True,,candidate_only
user0904,cpace/local_peak,cpace,primary,15,19.99998,14.999984999999999,24.999975,64.0,,False,True,False,True,True,,candidate_only
user0904,cpace/local_peak,cpace,primary,16,20.999979,15.999984,25.999973999999998,65.0,,False,True,False,True,True,,candidate_only
user0904,cpace/local_peak,cpace,primary,17,21.999978,16.999983,26.999972999999997,65.0,,False,True,False,True,True,,candidate_only
user0904,cpace/local_peak,cpace,primary,18,22.999976999999998,17.999982,27.999972,65.0,,False,True,False,True,True,,candidate_only
user0904,cpace/local_peak,cpace,primary,19,23.999976,18.999981,28.999971,64.0,,False,True,False,True,True,,candidate_only
user0904,cpace/local_peak,cpace,primary,20,24.999975,19.99998,29.999969999999998,64.0,,False,True,False,True,True,,candidate_only
user0904,cpace/local_peak,cpace,primary,21,25.999973999999998,20.999979,30.999969,63.0,,False,True,False,True,True,,candidate_only
user0904,cpace/local_peak,cpace,primary,22,26.999972999999997,21.999978,31.999968,63.0,,False,True,False,True,True,,candidate_only
user0904,cpace/local_peak,cpace,primary,23,27.999972,22.999976999999998,32.999967,63.0,,False,True,False,True,True,,candidate_only
user0904,cpace/local_peak,cpace,primary,24,28.999971,23.999976,33.999966,63.0,,False,True,False,True,True,,candidate_only
user0904,cpace/local_peak,cpace,primary,25,29.999969999999998,24.999975,34.999964999999996,64.0,,False,True,False,True,True,,candidate_only
user0904,cpace/local_peak,cpace,primary,26,30.999969,25.999973999999998,35.999964,64.0,,False,True,False,True,True,,candidate_only
user0904,cpace/local_peak,cpace,primary,27,31.999968,26.999972999999997,36.999963,64.0,,False,True,False,True,True,,candidate_only
user0904,cpace/local_peak,cpace,primary,28,32.999967,27.999972,37.999962,64.0,,False,True,False,True,True,,candidate_only
user0904,cpace/local_peak,cpace,primary,29,33.999966,28.999971,38.999961,65.0,,False,True,False,True,True,,candidate_only
user0904,cpace/local_peak,cpace,primary,30,34.999964999999996,29.999969999999998,39.99996,52.0,,False,True,False,True,True,,candidate_only
user0904,cpace/local_peak,cpace,primary,31,35.999964,30.999969,40.999959,53.0,,False,True,False,True,True,,candidate_only
user0904,cpace/local_peak,cpace,primary,32,36.999963,31.999968,41.999958,65.0,,False,True,False,True,True,,candidate_only
user0904,cpace/local_peak,cpace,primary,33,37.999962,32.999967,42.999956999999995,59.0,,False,True,False,True,True,,candidate_only
user0904,cpace/local_peak,cpace,primary,34,38.999961,33.999966,43.999956,58.0,,False,True,False,True,True,,candidate_only
user0904,cpace/local_peak,cpace,primary,35,39.99996,34.999964999999996,44.999955,57.0,,False,True,False,True,True,,candidate_only
user0904,cpace/local_peak,cpace,primary,36,40.999959,35.999964,45.999953999999995,56.0,,False,True,False,True,True,,candidate_only
user0904,cpace/local_peak,cpace,primary,37,41.999958,36.999963,46.999953,55.0,,False,True,False,False,False,,candidate_only
user0904,cpace/local_peak,cpace,primary,38,42.999956999999995,37.999962,47.999952,,,False,False,False,False,False,,gap_or_filter_edge
user0904,cpace/offline_ridge,cpace,primary,0,4.999995,0.0,9.99999,,,False,False,False,False,False,,gap_or_filter_edge
user0904,cpace/offline_ridge,cpace,primary,1,5.999994,0.999999,10.999989,,,False,False,False,False,False,,gap_or_filter_edge
user0904,cpace/offline_ridge,cpace,primary,2,6.999993,1.999998,11.999988,64.0,,False,True,False,True,True,,candidate_only
user0904,cpace/offline_ridge,cpace,primary,3,7.999992,2.999997,12.999986999999999,64.0,,False,True,False,True,True,,candidate_only
user0904,cpace/offline_ridge,cpace,primary,4,8.999991,3.999996,13.999986,65.0,,False,True,False,True,True,,candidate_only
user0904,cpace/offline_ridge,cpace,primary,5,9.99999,4.999995,14.999984999999999,65.0,,False,True,False,True,True,,candidate_only
user0904,cpace/offline_ridge,cpace,primary,6,10.999989,5.999994,15.999984,65.0,,False,True,False,True,True,,candidate_only
user0904,cpace/offline_ridge,cpace,primary,7,11.999988,6.999993,16.999983,65.0,,False,True,False,True,True,,candidate_only
user0904,cpace/offline_ridge,cpace,primary,8,12.999986999999999,7.999992,17.999982,65.0,,False,True,False,True,True,,candidate_only
user0904,cpace/offline_ridge,cpace,primary,9,13.999986,8.999991,18.999981,66.0,,False,True,False,True,True,,candidate_only
user0904,cpace/offline_ridge,cpace,primary,10,14.999984999999999,9.99999,19.99998,67.0,,False,True,False,True,True,,candidate_only
user0904,cpace/offline_ridge,cpace,primary,11,15.999984,10.999989,20.999979,67.0,,False,True,False,True,True,,candidate_only
user0904,cpace/offline_ridge,cpace,primary,12,16.999983,11.999988,21.999978,66.0,,False,True,False,True,True,,candidate_only
user0904,cpace/offline_ridge,cpace,primary,13,17.999982,12.999986999999999,22.999976999999998,65.0,,False,True,False,True,True,,candidate_only
user0904,cpace/offline_ridge,cpace,primary,14,18.999981,13.999986,23.999976,64.0,,False,True,False,True,True,,candidate_only
user0904,cpace/offline_ridge,cpace,primary,15,19.99998,14.999984999999999,24.999975,64.0,,False,True,False,True,True,,candidate_only
user0904,cpace/offline_ridge,cpace,primary,16,20.999979,15.999984,25.999973999999998,64.0,,False,True,False,True,True,,candidate_only
user0904,cpace/offline_ridge,cpace,primary,17,21.999978,16.999983,26.999972999999997,64.0,,False,True,False,True,True,,candidate_only
user0904,cpace/offline_ridge,cpace,primary,18,22.999976999999998,17.999982,27.999972,64.0,,False,True,False,True,True,,candidate_only
user0904,cpace/offline_ridge,cpace,primary,19,23.999976,18.999981,28.999971,64.0,,False,True,False,True,True,,candidate_only
user0904,cpace/offline_ridge,cpace,primary,20,24.999975,19.99998,29.999969999999998,64.0,,False,True,False,True,True,,candidate_only
user0904,cpace/offline_ridge,cpace,primary,21,25.999973999999998,20.999979,30.999969,63.0,,False,True,False,True,True,,candidate_only
user0904,cpace/offline_ridge,cpace,primary,22,26.999972999999997,21.999978,31.999968,63.0,,False,True,False,True,True,,candidate_only
user0904,cpace/offline_ridge,cpace,primary,23,27.999972,22.999976999999998,32.999967,63.0,,False,True,False,True,True,,candidate_only
user0904,cpace/offline_ridge,cpace,primary,24,28.999971,23.999976,33.999966,63.0,,False,True,False,True,True,,candidate_only
user0904,cpace/offline_ridge,cpace,primary,25,29.999969999999998,24.999975,34.999964999999996,64.0,,False,True,False,True,True,,candidate_only
user0904,cpace/offline_ridge,cpace,primary,26,30.999969,25.999973999999998,35.999964,64.0,,False,True,False,True,True,,candidate_only
user0904,cpace/offline_ridge,cpace,primary,27,31.999968,26.999972999999997,36.999963,64.0,,False,True,False,True,True,,candidate_only
user0904,cpace/offline_ridge,cpace,primary,28,32.999967,27.999972,37.999962,64.0,,False,True,False,True,True,,candidate_only
user0904,cpace/offline_ridge,cpace,primary,29,33.999966,28.999971,38.999961,65.0,,False,True,False,True,True,,candidate_only
user0904,cpace/offline_ridge,cpace,primary,30,34.999964999999996,29.999969999999998,39.99996,65.0,,False,True,False,True,True,,candidate_only
user0904,cpace/offline_ridge,cpace,primary,31,35.999964,30.999969,40.999959,65.0,,False,True,False,True,True,,candidate_only
