time_s,observed_fraction,interpolated_fraction,spectral_peak_bpm,peak_concentration,accepted,status,ridge_bpm,reference_bpm
5.006132768928598,1.0,0.0,,,False,gap_or_filter_edge,,98.15305666666667
5.997107856293304,1.0,0.0,,,False,gap_or_filter_edge,,98.45274161073826
6.988082943658008,1.0,0.0,100.0,0.8289625231203941,True,candidate_only,102.0,98.73350511945392
7.9790580310227135,1.0,0.0,102.0,0.8372190737944891,True,candidate_only,103.0,99.11957876712329
8.97003311838742,1.0,0.0,104.0,0.8351391544652677,True,candidate_only,104.0,99.61536394557824
9.961008205752124,1.0,0.0,106.0,0.8054378393176531,True,candidate_only,105.0,100.08391003460207
10.95198329311683,1.0,0.0,107.0,0.8048068466818146,True,candidate_only,106.0,100.65603448275863
11.942958380481535,1.0,0.0,107.0,0.7843029245377016,True,candidate_only,106.0,101.44263698630137
12.933933467846241,1.0,0.0,107.0,0.7504961433408287,True,candidate_only,106.0,102.42164383561644
13.924908555210946,1.0,0.0,106.0,0.746799357672899,True,candidate_only,106.0,103.39487889273356
14.91588364257565,1.0,0.0,105.0,0.8054808341445743,True,candidate_only,106.0,104.34437931034482
15.906858729940357,1.0,0.0,105.0,0.8346786159210862,True,candidate_only,106.0,105.13449826989618
16.897833817305063,1.0,0.0,106.0,0.8300170967153626,True,candidate_only,106.0,105.89071428571428
17.888808904669766,1.0,0.0,107.0,0.8535669414706933,True,candidate_only,107.0,106.68351351351352
18.879783992034472,1.0,0.0,108.0,0.884564600935611,True,candidate_only,108.0,107.43363321799308
19.87075907939918,1.0,0.0,108.0,0.8999398642419253,True,candidate_only,108.0,108.0838566552901
20.861734166763885,1.0,0.0,108.0,0.896099230831291,True,candidate_only,108.0,108.52327645051194
21.852709254128587,1.0,0.0,109.0,0.8575761099485151,True,candidate_only,109.0,108.66525597269624
22.843684341493294,1.0,0.0,110.0,0.8392145262053329,True,candidate_only,109.0,108.80904436860068
23.834659428858,1.0,0.0,110.0,0.8119332115856027,True,candidate_only,109.0,108.8616554054054
24.825634516222706,1.0,0.0,109.0,0.6922442011620313,True,candidate_only,108.0,108.99338983050848
25.81660960358741,1.0,0.0,106.0,0.6074358735685842,True,candidate_only,106.0,109.26230508474576
26.807584690952115,1.0,0.0,104.0,0.7224780247556962,True,candidate_only,105.0,109.62544827586206
27.79855977831682,1.0,0.0,104.0,0.7756301526685386,True,candidate_only,105.0,110.07192439862543
28.789534865681528,1.0,0.0,105.0,0.7618894041492973,True,candidate_only,106.0,110.36340067340068
29.78050995304623,1.0,0.0,107.0,0.7706751012630156,True,candidate_only,107.0,110.76840677966102
30.771485040410937,1.0,0.0,109.0,0.8216774389519707,True,candidate_only,108.0,111.15268041237114
31.762460127775643,1.0,0.0,109.0,0.842880648761335,True,candidate_only,108.0,111.45334470989762
32.75343521514035,1.0,0.0,108.0,0.8245823324619889,True,candidate_only,108.0,111.60079037800688
33.74441030250505,1.0,0.0,108.0,0.8300105960031294,True,candidate_only,108.0,111.61453608247423
34.735385389869755,1.0,0.0,107.0,0.8652432671876602,True,candidate_only,107.0,111.55910034602077
35.726360477234465,1.0,0.0,106.0,0.8980071357315766,True,candidate_only,107.0,111.34045138888888
36.71733556459917,1.0,0.0,106.0,0.912183497328834,True,candidate_only,107.0,111.03477508650519
37.70831065196388,1.0,0.0,107.0,0.8852117914326438,True,candidate_only,107.0,110.50711805555555
38.69928573932858,1.0,0.0,108.0,0.8206885126281822,True,candidate_only,108.0,109.99671280276816
39.69026082669328,1.0,0.0,110.0,0.7698097866150975,True,candidate_only,109.0,109.4828125
40.68123591405799,1.0,0.0,111.0,0.7562177643015314,True,candidate_only,110.0,109.06030927835052
41.672211001422696,1.0,0.0,111.0,0.6898069235949872,True,candidate_only,110.0,108.93356401384082
42.6631860887874,1.0,0.0,109.0,0.5608934472118458,True,candidate_only,109.0,108.84810996563574
43.65416117615211,1.0,0.0,106.0,0.6598298975968432,True,candidate_only,107.0,108.86450511945392
44.64513626351681,1.0,0.0,105.0,0.7875185005877874,True,candidate_only,106.0,109.1179180887372
45.63611135088152,1.0,0.0,105.0,0.7977410250552842,True,candidate_only,106.0,109.46672354948805
46.627086438246224,1.0,0.0,,,False,gap_or_filter_edge,,109.84479865771812
47.618061525610926,1.0,0.0,,,False,gap_or_filter_edge,,110.22811447811448
