time_s,observed_fraction,interpolated_fraction,spectral_peak_bpm,peak_concentration,accepted,status,ridge_bpm,legacy_ridge_bpm,evidence_local_bpm,evidence_score,evidence_runner_up_margin,evidence_selected_relative_power,evidence_selected_peak_bpm,evidence_selected_periodic_support,evidence_selected_motion_overlap,evidence_candidate_count,evidence_candidates_json,evidence_reacquired,evidence_tracker_state,evidence_motion_available,raw_spectral_peak_bpm,window_start_s,window_end_s,hr_source,profile,analysis_window_s,strict_accepted,hr_passes_original_gates,quality_tier
4.999995,0.8,0.0,,,False,gap_or_filter_edge,,,,,,,,,,0,[],False,unavailable,False,,0.0,9.99999,saved_v29_waveform_original_10s_strict_readout_offline,short6,10.0,False,False,rejected
5.999994,0.9,0.0,,,False,gap_or_filter_edge,,,,,,,,,,0,[],False,unavailable,False,,0.999999,10.999989,saved_v29_waveform_original_10s_strict_readout_offline,short6,10.0,False,False,rejected
6.999993,1.0,0.0,182.0,0.597781989625676,True,candidate_only,85.0,86.0,84.0,-0.3642576654713764,0.03985233454073411,0.10902826337206069,84.0,0.3713045127598185,0.049689344665031436,5,"[{""bpm"":84.0,""relative_power"":0.11057156376256255,""peak_concentration"":0.0802869983231371,""prominence"":0.10911518349145802,""period_correlation"":0.37639552931030684,""split_period_correlation"":0.3560314631083534,""periodic_support"":0.3713045127598185,""harmonic2_relative_power"":0.06443937027399511,""harmonic3_relative_power"":4.050392347925721e-05,""harmonic_support"":0.08515136745048518,""motion_profile"":0.049689344665031436,""motion_strength"":0.9850130591848902,""motion_reliability"":0.7333333333333333,""motion_overlap"":0.049689344665031436,""motion_available"":true,""evidence_score"":-0.33925766547137637,""supported_bpm"":[81.0,82.0,83.0,84.0,85.0,86.0,87.0],""supported_relative_power"":[0.09515178901245314,0.10407226520390578,0.1091699929629366,0.11057156376256255,0.10902826337206069,0.10560801871928237,0.10131830933527074]},{""bpm"":182.0,""relative_power"":1.0,""peak_concentration"":0.597781989625676,""prominence"":1.0,""period_correlation"":0.4742330287923545,""split_period_correlation"":0.4641065219241998,""periodic_support"":0.4717014020753158,""harmonic2_relative_power"":1.6170087575722826e-07,""harmonic3_relative_power"":6.160267216937645e-11,""harmonic_support"":0.00040486753212581986,""motion_profile"":0.718709127861667,""motion_strength"":0.9850130591848902,""motion_reliability"":0.7333333333333333,""motion_overlap"":0.718709127861667,""motion_available"":true,""evidence_score"":-0.3791100000121105,""supported_bpm"":[179.0,180.0,181.0,182.0,183.0,184.0,185.0],""supported_relative_power"":[0.7776529570420514,0.896066029833598,0.9761005915884688,1.0,0.9624865729746821,0.8717487558444279,0.7414579345687237]},{""bpm"":100.0,""relative_power"":0.10253698260678033,""peak_concentration"":0.06603941255798833,""prominence"":0.030320875908377287,""period_correlation"":0.2990012865545857,""split_period_correlation"":0.28593146621965704,""periodic_support"":0.2957338314708535,""harmonic2_relative_power"":0.018701908326923127,""harmonic3_relative_power"":2.0607530814862733e-06,""harmonic_support"":0.0439517223396147,""motion_profile"":0.05173138189801045,""motion_strength"":0.9850130591848902,""motion_reliability"":0.7333333333333333,""motion_overlap"":0.05173138189801045,""motion_available"":true,""evidence_score"":-0.4925413992604938,""supported_bpm"":[97.0,98.0,99.0,100.0,101.0,102.0,103.0],""supported_relative_power"":[0.08683598034364191,0.09486507559382087,0.10085204765133737,0.10253698260678033,0.09853626197492432,0.08859293899526471,0.07418056150720914]},{""bpm"":66.0,""relative_power"":0.06571868099611819,""peak_concentration"":0.03924243208111905,""prominence"":0.03966827916046785,""period_correlation"":-0.06643324856491381,""split_period_correlation"":-0.06451905173304211,""periodic_support"":0.0,""harmonic2_relative_power"":0.011652799970046503,""harmonic3_relative_power"":0.031751807819886575,""harmonic_support"":0.04366130563748766,""motion_profile"":0.004959492646317101,""motion_strength"":0.9850130591848902,""motion_reliability"":0.7333333333333333,""motion_overlap"":0.004959492646317101,""motion_available"":true,""evidence_score"":-0.915368279794018,""supported_bpm"":[64.0,65.0,66.0,67.0,68.0,69.0],""supported_relative_power"":[0.05548322255315994,0.0626021023662534,0.06571868099611819,0.06498126632821329,0.06106937477191795,0.05484443794046349]},{""bpm"":51.0,""relative_power"":0.05813432375406987,""peak_concentration"":0.031193822207877284,""prominence"":0.05597265544584977,""period_correlation"":-0.44505235311529506,""split_period_correlation"":-0.41894195883878194,""periodic_support"":0.0,""harmonic2_relative_power"":0.08859293899526471,""harmonic3_relative_power"":0.009231095456507696,""harmonic_support"":0.07987347356548657,""motion_profile"":0.004582586516761361,""motion_strength"":0.9850130591848902,""motion_reliability"":0.7333333333333333,""motion_overlap"":0.004582586516761361,""motion_available"":true,""evidence_score"":-0.9216044163237549,""supported_bpm"":[49.0,50.0,51.0,52.0],""supported_relative_power"":[0.05288425619888839,0.057543904600380946,0.05813432375406987,0.053980958650890955]}]",False,acquired,True,182.0,1.999998,11.999988,saved_v29_waveform_original_10s_strict_readout_offline,short6,10.0,True,True,original_10s_hr_gates_on_short6_fusion
7.999992,1.0,0.0,181.0,0.6344827666027938,True,candidate_only,86.0,86.0,181.0,-0.119357815481751,0.03144020284852464,0.1402561994406638,85.0,0.4744372963509852,0.030405068814898698,3,"[{""bpm"":181.0,""relative_power"":1.0,""peak_concentration"":0.6344827666027938,""prominence"":1.0,""period_correlation"":0.519472265595051,""split_period_correlation"":0.5401412692912957,""periodic_support"":0.5246395165191122,""harmonic2_relative_power"":5.198434235519097e-08,""harmonic3_relative_power"":6.774100092865377e-11,""harmonic_support"":0.00023088142302801084,""motion_profile"":0.5122015697818223,""motion_strength"":0.9850030188111968,""motion_reliability"":0.52,""motion_overlap"":0.5122015697818223,""motion_available"":true,""evidence_score"":-0.06291761263322637,""supported_bpm"":[178.0,179.0,180.0,181.0,182.0,183.0,184.0],""supported_relative_power"":[0.7839678041143581,0.8966361262714874,0.9734903795433827,1.0,0.9648549917656198,0.871513614378664,0.7357507216478765]},{""bpm"":85.0,""relative_power"":0.14088492682106574,""peak_concentration"":0.10110684075034859,""prominence"":0.14072556478841602,""period_correlation"":0.4829330555747755,""split_period_correlation"":0.44895001867961426,""periodic_support"":0.4744372963509852,""harmonic2_relative_power"":0.08093003418338339,""harmonic3_relative_power"":4.929103323015589e-05,""harmonic_support"":0.10770163982797802,""motion_profile"":0.030405068814898698,""motion_strength"":0.9850030188111968,""motion_reliability"":0.52,""motion_overlap"":0.030405068814898698,""motion_available"":true,""evidence_score"":-0.09435781548175101,""supported_bpm"":[82.0,83.0,84.0,85.0,86.0,87.0,88.0],""supported_relative_power"":[0.11745466280011291,0.12840709214630233,0.13660310030073242,0.14088492682106574,0.1402561994406638,0.1340385945662826,0.12154660309786074]},{""bpm"":100.0,""relative_power"":0.0656566412234113,""peak_concentration"":0.03493190311155431,""prominence"":0.04804281904415172,""period_correlation"":0.3581483568915775,""split_period_correlation"":0.44557606145992157,""periodic_support"":0.3800052830336635,""harmonic2_relative_power"":0.012863548768355654,""harmonic3_relative_power"":1.19452377674541e-06,""harmonic_support"":0.029159631726894047,""motion_profile"":0.023083661719866616,""motion_strength"":0.9850030188111968,""motion_reliability"":0.52,""motion_overlap"":0.023083661719866616,""motion_available"":true,""evidence_score"":-0.534849916888275,""supported_bpm"":[98.0,99.0,100.0,101.0,102.0],""supported_relative_power"":[0.05043448460400724,0.060702623927955016,0.0656566412234113,0.0640680185188113,0.05618878532463919]}]",False,tracked,True,181.0,2.999997,12.999986999999999,saved_v29_waveform_original_10s_strict_readout_offline,short6,10.0,True,True,original_10s_hr_gates_on_short6_fusion
8.999991,1.0,0.0,181.0,0.6690916172555776,True,candidate_only,87.0,87.0,86.0,0.0499411224529235,0.1650610895375052,0.13743738612283826,86.0,0.6139120188954637,0.03639707855031161,2,"[{""bpm"":86.0,""relative_power"":0.1416612306306215,""peak_concentration"":0.10004616843823876,""prominence"":0.14159009750385115,""period_correlation"":0.6127994365516299,""split_period_correlation"":0.6172497659269647,""periodic_support"":0.6139120188954637,""harmonic2_relative_power"":0.11652651743693912,""harmonic3_relative_power"":2.5439010975639205e-05,""harmonic_support"":0.12914511987422195,""motion_profile"":0.03639707855031161,""motion_strength"":0.9848210445708543,""motion_reliability"":0.62,""motion_overlap"":0.03639707855031161,""motion_available"":true,""evidence_score"":0.0749411224529235,""supported_bpm"":[83.0,84.0,85.0,86.0,87.0,88.0,89.0],""supported_relative_power"":[0.11487817335446991,0.12809893018610413,0.13787447327944669,0.1416612306306215,0.13743738612283826,0.12355630409541418,0.10196421354480795]},{""bpm"":181.0,""relative_power"":1.0,""peak_concentration"":0.6690916172555776,""prominence"":1.0,""period_correlation"":0.6021385954997486,""split_period_correlation"":0.6045300162143021,""periodic_support"":0.602736450678387,""harmonic2_relative_power"":3.4789276308470085e-07,""harmonic3_relative_power"":1.394120993607071e-10,""harmonic_support"":0.0005939569008816239,""motion_profile"":0.6029792157853512,""motion_strength"":0.9848210445708543,""motion_reliability"":0.62,""motion_overlap"":0.6029792157853512,""motion_available"":true,""evidence_score"":-0.0901199670845817,""supported_bpm"":[178.0,179.0,180.0,181.0,182.0,183.0,184.0],""supported_relative_power"":[0.8093916703979973,0.9256348818737554,0.9939122139541302,1.0,0.9361789827071352,0.8132462096029172,0.6541758186926908]}]",False,tracked,True,181.0,3.999996,13.999986,saved_v29_waveform_original_10s_strict_readout_offline,short6,10.0,True,True,original_10s_hr_gates_on_short6_fusion
9.99999,1.0,0.0,181.0,0.7121824596149864,True,candidate_only,88.0,88.0,87.0,0.0697019822068092,0.2566751682516604,0.11684517720771945,87.0,0.6997783710090685,0.04490443643108739,2,"[{""bpm"":87.0,""relative_power"":0.11872138153548914,""peak_concentration"":0.09248291037407046,""prominence"":0.11847833302879657,""period_correlation"":0.7013621554085581,""split_period_correlation"":0.6950270178105996,""periodic_support"":0.6997783710090685,""harmonic2_relative_power"":0.13513926322285677,""harmonic3_relative_power"":4.4108226131413714e-06,""harmonic_support"":0.126917871583442,""motion_profile"":0.04490443643108739,""motion_strength"":0.98440376579126,""motion_reliability"":0.72,""motion_overlap"":0.04490443643108739,""motion_available"":true,""evidence_score"":0.0947019822068092,""supported_bpm"":[84.0,85.0,86.0,87.0,88.0,89.0,90.0],""supported_relative_power"":[0.08289802454714695,0.09901637781498594,0.11191654483620338,0.11872138153548914,0.11684517720771945,0.1071421008954228,0.0917049443769866]},{""bpm"":181.0,""relative_power"":1.0,""peak_concentration"":0.7121824596149864,""prominence"":1.0,""period_correlation"":0.6325498325395227,""split_period_correlation"":0.644607782942238,""periodic_support"":0.6355643201402015,""harmonic2_relative_power"":5.753798713595797e-07,""harmonic3_relative_power"":4.706004098289711e-10,""harmonic_support"":0.0007661306470423463,""motion_profile"":0.6894880550768921,""motion_strength"":0.98440376579126,""motion_reliability"":0.72,""motion_overlap"":0.6894880550768921,""motion_available"":true,""evidence_score"":-0.16197318604485123,""supported_bpm"":[178.0,179.0,180.0,181.0,182.0,183.0,184.0],""supported_relative_power"":[0.708301445968034,0.8590392769927816,0.9630891372093144,1.0,0.9569315980320925,0.8431574813764028,0.6836343532854153]}]",False,tracked,True,181.0,4.999995,14.999984999999999,saved_v29_waveform_original_10s_strict_readout_offline,short6,10.0,True,True,original_10s_hr_gates_on_short6_fusion
10.999989,1.0,0.0,182.0,0.7387384747442651,True,candidate_only,89.0,89.0,89.0,0.29871800965275325,0.597198813770347,0.11761398112117397,89.0,0.7873034738154663,0.062028953177998336,2,"[{""bpm"":89.0,""relative_power"":0.11761398112117397,""peak_concentration"":0.09654065913657713,""prominence"":0.11758450921137426,""period_correlation"":0.7877009854744186,""split_period_correlation"":0.7861109388386095,""periodic_support"":0.7873034738154663,""harmonic2_relative_power"":0.5692711402464729,""harmonic3_relative_power"":2.3897129188504504e-05,""harmonic_support"":0.25934195715299563,""motion_profile"":0.062028953177998336,""motion_strength"":0.9841555540359195,""motion_reliability"":0.82,""motion_overlap"":0.062028953177998336,""motion_available"":true,""evidence_score"":0.29871800965275325,""supported_bpm"":[86.0,87.0,88.0,89.0,90.0,91.0,92.0],""supported_relative_power"":[0.0778311794061524,0.09746253499726579,0.11118789577892041,0.11761398112117397,0.1167666105658336,0.10990310727181218,0.09903284134544503]},{""bpm"":182.0,""relative_power"":1.0,""peak_concentration"":0.7387384747442651,""prominence"":1.0,""period_correlation"":0.6436255009926563,""split_period_correlation"":0.6465934590226488,""periodic_support"":0.6443674905001544,""harmonic2_relative_power"":3.5019399598608815e-07,""harmonic3_relative_power"":1.0786950535922821e-09,""harmonic_support"":0.0006032671347927776,""motion_profile"":0.8063106486420453,""motion_strength"":0.9841555540359195,""motion_reliability"":0.82,""motion_overlap"":0.8063106486420453,""motion_available"":true,""evidence_score"":-0.2984808041175938,""supported_bpm"":[179.0,180.0,181.0,182.0,183.0,184.0,185.0],""supported_relative_power"":[0.7458732178150536,0.893521974688559,0.9857384690481413,1.0,0.9341931956692057,0.8056044795880516,0.6383117746108116]}]",False,tracked,True,182.0,5.999994,15.999984,saved_v29_waveform_original_10s_strict_readout_offline,short6,10.0,True,True,original_10s_hr_gates_on_short6_fusion
11.999988,1.0,0.0,182.0,0.7316242373540393,True,candidate_only,90.0,90.0,90.0,0.32533718027749514,0.7599283707451681,0.11646668904035719,90.0,0.7843470832749238,0.07264691022048061,2,"[{""bpm"":90.0,""relative_power"":0.11646668904035719,""peak_concentration"":0.08822945172119422,""prominence"":0.11602345893366786,""period_correlation"":0.7842550304766871,""split_period_correlation"":0.7846232416696336,""periodic_support"":0.7843470832749238,""harmonic2_relative_power"":0.8022334675775616,""harmonic3_relative_power"":4.297665533081816e-06,""harmonic_support"":0.3059165186969539,""motion_profile"":0.07264691022048061,""motion_strength"":0.9841654338256746,""motion_reliability"":0.92,""motion_overlap"":0.07264691022048061,""motion_available"":true,""evidence_score"":0.32533718027749514,""supported_bpm"":[87.0,88.0,89.0,90.0,91.0,92.0,93.0],""supported_relative_power"":[0.08182444068546264,0.09931990184442382,0.11136411499391258,0.11646668904035719,0.11428384769745921,0.10562457846698801,0.0921827087583042]},{""bpm"":182.0,""relative_power"":1.0,""peak_concentration"":0.7316242373540393,""prominence"":1.0,""period_correlation"":0.622946207072499,""split_period_correlation"":0.6193479342703991,""periodic_support"":0.6220466388719741,""harmonic2_relative_power"":2.011150372767071e-07,""harmonic3_relative_power"":1.2684689296066215e-09,""harmonic_support"":0.0004609239623319415,""motion_profile"":0.8954427337513411,""motion_strength"":0.9841654338256746,""motion_reliability"":0.92,""motion_overlap"":0.8954427337513411,""motion_available"":true,""evidence_score"":-0.4345911904676729,""supported_bpm"":[179.0,180.0,181.0,182.0,183.0,184.0,185.0],""supported_relative_power"":[0.6400252974246058,0.8022334675775616,0.9309814468730715,1.0,0.9963978134156841,0.9252722758518952,0.8008073582165175]}]",False,tracked,True,182.0,6.999993,16.999983,saved_v29_waveform_original_10s_strict_readout_offline,short6,10.0,True,True,original_10s_hr_gates_on_short6_fusion
12.999986999999999,1.0,0.0,183.0,0.7305231745964159,True,candidate_only,91.0,91.0,91.0,0.2867678951168051,0.8319134313288076,0.09494073027292288,91.0,0.8272075604582083,0.08137006206449796,2,"[{""bpm"":91.0,""relative_power"":0.09494073027292288,""peak_concentration"":0.06759504090560377,""prominence"":0.09391969221666076,""period_correlation"":0.8263950396417221,""split_period_correlation"":0.829645122907667,""periodic_support"":0.8272075604582083,""harmonic2_relative_power"":0.9608183407607541,""harmonic3_relative_power"":3.097620309754569e-05,""harmonic_support"":0.30262802207487655,""motion_profile"":0.08137006206449796,""motion_strength"":0.9841961312033859,""motion_reliability"":1.0,""motion_overlap"":0.08137006206449796,""motion_available"":true,""evidence_score"":0.2867678951168051,""supported_bpm"":[88.0,89.0,90.0,91.0,92.0,93.0,94.0],""supported_relative_power"":[0.07562720170561606,0.08626031201899031,0.09326748149931598,0.09494073027292288,0.09028838144114414,0.07945021801335586,0.06383120029291604]},{""bpm"":183.0,""relative_power"":1.0,""peak_concentration"":0.7305231745964159,""prominence"":1.0,""period_correlation"":0.6255886417252516,""split_period_correlation"":0.6135035329120837,""periodic_support"":0.6225673645219596,""harmonic2_relative_power"":7.078768054530745e-08,""harmonic3_relative_power"":7.316676973379806e-10,""harmonic_support"":0.0002755268180743837,""motion_profile"":0.9841961312033859,""motion_strength"":0.9841961312033859,""motion_reliability"":1.0,""motion_overlap"":0.9841961312033859,""motion_available"":true,""evidence_score"":-0.5451455362120025,""supported_bpm"":[180.0,181.0,182.0,183.0,184.0,185.0,186.0],""supported_relative_power"":[0.7226348649924621,0.8628753192130807,0.9608183407607541,1.0,0.9779343387620566,0.9003182929699695,0.7813113527056754]}]",False,tracked,True,183.0,7.999992,17.999982,saved_v29_waveform_original_10s_strict_readout_offline,short6,10.0,True,True,original_10s_hr_gates_on_short6_fusion
13.999986,1.0,0.0,183.0,0.7280001016073637,True,candidate_only,92.0,92.0,92.0,0.21338058175732666,0.7107675765871522,0.08001537730043035,92.0,0.8250044116335887,0.07518334324923191,2,"[{""bpm"":92.0,""relative_power"":0.08001537730043035,""peak_concentration"":0.05298567110056179,""prominence"":0.07994420778868355,""period_correlation"":0.824090900022189,""split_period_correlation"":0.8277449464677882,""periodic_support"":0.8250044116335887,""harmonic2_relative_power"":0.9983075107293851,""harmonic3_relative_power"":0.00013781236488065712,""harmonic_support"":0.2837926643053375,""motion_profile"":0.07518334324923191,""motion_strength"":0.9841794479975304,""motion_reliability"":0.9533333333333334,""motion_overlap"":0.07518334324923191,""motion_available"":true,""evidence_score"":0.21338058175732666,""supported_bpm"":[89.0,90.0,91.0,92.0,93.0,94.0,95.0],""supported_relative_power"":[0.05523651568793297,0.06694324247242334,0.07602970092479656,0.08001537730043035,0.07737030599253492,0.06807339093596751,0.05358126391554964]},{""bpm"":183.0,""relative_power"":1.0,""peak_concentration"":0.7280001016073637,""prominence"":1.0,""period_correlation"":0.6139020109819371,""split_period_correlation"":0.612804928960409,""periodic_support"":0.6136277404765551,""harmonic2_relative_power"":1.8445339009387195e-07,""harmonic3_relative_power"":3.833171961585751e-10,""harmonic_support"":0.0004363328430208841,""motion_profile"":0.9382510737576457,""motion_strength"":0.9841794479975304,""motion_reliability"":0.9533333333333334,""motion_overlap"":0.9382510737576457,""motion_available"":true,""evidence_score"":-0.4973869948298255,""supported_bpm"":[180.0,181.0,182.0,183.0,184.0,185.0,186.0],""supported_relative_power"":[0.680697414665043,0.8291633505685035,0.9416929645969019,1.0,0.9983075107293851,0.9387407469241426,0.8322363865450105]}]",False,tracked,True,183.0,8.999991,18.999981,saved_v29_waveform_original_10s_strict_readout_offline,short6,10.0,True,True,original_10s_hr_gates_on_short6_fusion
